Age,Gender,Height,Weight,Daily Calorie Target,Protein,Carbohydrates,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,Breakfast Category,Activity_Lightly Active,Activity_Moderately Active,Activity_Sedentary,Activity_Very Active,Goal_Maintenance,Goal_Muscle Gain,Goal_Weight Loss,Goal_Weight Maintenance,Diet_Omnivore,Diet_Vegan,Diet_Vegetarian,Breakfast Category Encoded
22.0,0,170.0,55.0,2500,130,300,70,tofu omelet with spinach,Vegan lentil stew with brown rice,Black bean burgers on whole-wheat buns,Banana with almond butter,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
60.0,0,155.0,60.0,1600,70,160,40,scrambled eggs with whole-wheat toast,Vegetarian chili with whole-wheat bread,Lentil pasta with tomato sauce,Fruit salad,egg-based,False,True,False,False,True,False,False,False,False,False,True,0
28.0,1,190.0,100.0,2800,150,350,80,greek yogurt with protein powder and fruit,Chicken breast with brown rice and vegetables,Turkey chili with sweet potato,Protein bar,yogurt-based,False,False,False,True,False,False,True,False,True,False,False,5
35.0,0,160.0,50.0,1800,90,180,50,tofu scramble with vegetables and avocado,Vegan lentil stew with brown rice,Black bean burgers on whole-wheat buns,Trail mix with nuts and dried fruit,tofu-based,True,False,False,False,False,True,False,False,False,True,False,4
48.0,1,185.0,95.0,2200,110,220,60,oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread,Grilled salmon with roasted vegetables,Greek yogurt with berries,oatmeal-based,False,True,False,False,True,False,False,False,True,False,False,1
65.0,1,170.0,75.0,1500,70,150,40,scrambled eggs with whole-wheat toast,Chicken salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Apple with peanut butter,egg-based,False,False,True,False,False,False,True,False,True,False,False,0
19.0,0,168.0,58.0,2300,120,280,60,tofu omelet with spinach,Vegan lentil stew with brown rice,Black bean burgers on whole-wheat buns,Banana with almond butter,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
25.0,1,180.0,85.0,2200,120,250,60,greek yogurt with berries and granola,Grilled chicken salad with mixed greens and avocado,Salmon with roasted vegetables and quinoa,Trail mix with almonds and dried cranberries,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
38.0,0,165.0,68.0,1800,80,220,50,oatmeal with fruit and nuts,Lentil soup with whole-wheat bread,Vegetarian chili with brown rice,Apple with peanut butter,oatmeal-based,True,False,False,False,True,False,False,False,False,False,True,1
55.0,1,175.0,95.0,1900,85,200,45,tofu scramble with vegetables and whole-wheat toast,Vegan lentil stew with brown rice,Chickpea curry with brown rice,Banana with almond butter,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
22.0,0,160.0,55.0,2500,150,300,75,scrambled eggs with whole-wheat toast and avocado,Chicken and vegetable stir-fry with brown rice,Chicken breast with sweet potato and broccoli,Protein bar with nuts,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
62.0,0,168.0,72.0,1700,75,180,40,tofu breakfast burrito with whole-wheat tortilla,Vegan pasta salad with vegetables,Lentil and vegetable curry with brown rice,Fruit salad with nuts,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
30.0,1,190.0,100.0,3000,180,350,90,protein pancakes with fruit and syrup,Chicken breast with brown rice and vegetables,Steak with baked potato and green beans,Protein shake with fruit,pancake-based,False,True,False,False,False,True,False,False,True,False,False,3
28.0,0,170.0,65.0,1600,70,180,45,scrambled tofu with spinach and tomato,Vegetarian chili with brown rice,Quinoa bowl with roasted vegetables and chickpeas,Trail mix with dried fruit and nuts,tofu-based,True,False,False,False,False,False,True,False,False,False,True,4
40.0,1,185.0,90.0,2500,130,280,70,greek yogurt with berries and granola,Tuna salad sandwich on whole-wheat bread,Chicken breast with brown rice and vegetables,Mixed nuts and seeds,yogurt-based,False,False,False,True,False,False,True,False,True,False,False,5
21.0,0,168.0,58.0,1800,75,200,50,tofu scramble with vegetables and whole-wheat toast,Vegan lentil stew with brown rice,Black bean burger on whole-wheat bun with avocado,Trail mix with dried fruit and nuts,tofu-based,True,False,False,False,True,False,False,False,False,True,False,4
58.0,1,178.0,88.0,1800,80,200,50,oatmeal with fruit and nuts,Chicken breast with brown rice and vegetables,Salmon with roasted vegetables and quinoa,Fruit salad with yogurt,oatmeal-based,False,False,True,False,False,False,True,False,True,False,False,1
25.0,0,165.0,58.0,1800,100,200,50,greek yogurt with berries and granola,Lentil soup with whole wheat bread,Grilled salmon with roasted vegetables,Apple slices with peanut butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
32.0,1,180.0,85.0,2500,150,300,70,scrambled eggs with whole wheat toast and avocado,Chicken breast salad with mixed greens,Steak with sweet potato fries,Protein shake with banana,egg-based,True,False,False,False,False,True,False,False,True,False,False,0
55.0,0,160.0,70.0,1500,80,150,40,oatmeal with fruit and nuts,Vegetarian chili with brown rice,Tofu stir-fry with vegetables,Carrot sticks with hummus,oatmeal-based,False,False,True,False,False,False,True,False,False,False,True,1
40.0,1,190.0,95.0,2200,120,250,60,tofu scramble with vegetables and whole wheat toast,Lentil and vegetable curry with brown rice,Chickpea and vegetable pasta bake,Trail mix with dried fruit and nuts,tofu-based,False,True,False,False,True,False,False,False,False,True,False,4
68.0,0,155.0,62.0,1400,70,130,35,vegan overnight oats with berries,Lentil and vegetable soup with whole wheat bread,Tofu and vegetable stir-fry,Banana with almond butter,oatmeal-based,False,False,True,False,False,False,True,False,False,True,False,1
28.0,1,175.0,78.0,3000,180,350,80,protein pancakes with fruit and syrup,Chicken breast and brown rice with vegetables,Beef stir-fry with brown rice,Protein bar,pancake-based,False,False,False,True,False,True,False,False,True,False,False,3
35.0,0,170.0,65.0,1900,90,200,55,scrambled eggs with spinach and whole wheat toast,Vegetarian chili with brown rice,Lentil and vegetable stew,Fruit salad with yogurt,egg-based,True,False,False,False,True,False,False,False,False,False,True,0
52.0,1,185.0,100.0,2800,160,300,80,tofu scramble with vegetables and whole wheat toast,Lentil and vegetable curry with brown rice,Vegan chili with brown rice,Trail mix with dried fruit and nuts,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
22.0,0,168.0,55.0,1600,80,180,40,vegan overnight oats with chia seeds and berries,Lentil and vegetable soup with whole wheat bread,Tofu and vegetable stir-fry,Apple slices with peanut butter,oatmeal-based,False,True,False,False,False,False,True,False,False,True,False,1
47.0,1,178.0,80.0,2100,110,230,60,greek yogurt with fruit and granola,Chicken salad sandwich on whole wheat bread,Salmon with roasted vegetables,Mixed nuts and seeds,yogurt-based,False,False,True,False,True,False,False,False,True,False,False,5
28.0,0,165.0,60.0,1800,100,200,60,greek yogurt with berries and granola,Lentil soup with whole-wheat bread,Grilled chicken with roasted vegetables,Apple with peanut butter,yogurt-based,True,False,False,False,False,False,True,False,True,False,False,5
35.0,1,180.0,80.0,2500,100,300,80,tofu scramble with whole-wheat toast,Black bean burger on a whole-wheat bun,Lentil and vegetable curry with rice,Trail mix,tofu-based,False,True,False,False,True,False,False,False,False,False,True,4
55.0,0,160.0,75.0,1500,75,150,40,overnight oats with fruit and nuts,Tofu stir-fry with brown rice,Lentil pasta with tomato sauce,Banana with almond butter,oatmeal-based,False,False,True,False,False,False,True,False,False,True,False,1
62.0,1,175.0,90.0,2200,120,250,70,scrambled eggs with whole-wheat toast and avocado,Salmon with roasted vegetables,Chicken stir-fry with brown rice,Fruit and yogurt,egg-based,False,True,False,False,False,False,True,False,True,False,False,0
22.0,0,170.0,55.0,2400,150,300,80,protein smoothie with fruit and spinach,Chicken breast with brown rice and vegetables,Tuna salad sandwich on whole-wheat bread,Greek yogurt with berries and granola,other,False,False,False,True,False,True,False,False,True,False,False,2
40.0,1,185.0,100.0,2800,120,350,90,tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Chickpea and vegetable stew,String cheese with crackers,tofu-based,True,False,False,False,False,True,False,False,False,False,True,4
68.0,0,155.0,65.0,1800,80,200,60,oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread,Chicken breast with roasted vegetables,Popcorn,oatmeal-based,False,False,True,False,True,False,False,False,True,False,False,1
70.0,1,170.0,85.0,1700,80,180,50,tofu scramble with vegetables,Lentil and vegetable curry with rice,Black bean burgers with avocado,Fruit salad,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
33.0,0,168.0,70.0,2200,100,250,70,yogurt parfait with granola and fruit,Chicken salad sandwich on whole-wheat bread,Salmon with roasted vegetables,Apple with peanut butter,yogurt-based,False,False,False,True,True,False,False,False,True,False,False,5
25.0,1,190.0,95.0,2500,120,300,80,tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Chickpea and vegetable stew,Trail mix,tofu-based,False,True,False,False,False,True,False,False,False,True,False,4
25.0,1,180.0,80.0,2200,120,200,60,greek yogurt with berries and granola,Tuna salad sandwich on whole-wheat bread with a side salad,Grilled chicken breast with quinoa and steamed vegetables,Apple slices with almond butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
55.0,0,165.0,70.0,1800,80,250,50,tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,Black bean burgers with roasted sweet potatoes and a green salad,Trail mix with nuts and dried fruit,tofu-based,False,False,True,False,True,False,False,False,False,False,True,4
32.0,1,190.0,95.0,3000,160,350,80,oatmeal with protein powder and fruit,Chicken breast with brown rice and broccoli,Salmon with roasted vegetables and quinoa,Protein shake with milk and banana,oatmeal-based,False,False,False,True,False,True,False,False,True,False,False,1
68.0,0,170.0,65.0,1500,70,180,40,tofu scramble with vegetables and whole-wheat toast,Lentil stew with a side of whole-wheat bread,Vegan chili with brown rice,Fruit smoothie with almond milk,tofu-based,True,False,False,False,False,False,True,False,False,True,False,4
42.0,1,185.0,100.0,2500,140,220,70,scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and broccoli,Salmon with roasted vegetables and quinoa,Trail mix with nuts and dried fruit,egg-based,False,False,False,True,False,False,True,False,True,False,False,0
58.0,0,160.0,55.0,1600,60,200,40,tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,Vegan pasta with marinara sauce and a side salad,Fruit and nut mix,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
35.0,1,178.0,85.0,2000,100,180,50,greek yogurt with fruit and granola,Vegetarian chili with a side of whole-wheat bread,Lentil soup with a side of whole-wheat bread,Vegetable sticks with hummus,yogurt-based,True,False,False,False,False,False,True,False,False,False,True,5
72.0,1,175.0,75.0,1700,70,210,40,tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,Vegan pasta with marinara sauce and a side salad,Fruit and nut mix,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
48.0,0,168.0,68.0,1900,80,230,50,scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and broccoli,Salmon with roasted vegetables and quinoa,Trail mix with nuts and dried fruit,egg-based,False,True,False,False,True,False,False,False,True,False,False,0
25.0,1,180.0,85.0,2200,150,250,70,1 cup oatmeal with berries and nuts,Grilled chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables,Greek yogurt with granola,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,0,165.0,60.0,1800,80,200,60,tofu scramble with veggies,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Fruit salad with nuts,tofu-based,False,False,True,False,False,False,True,False,False,False,True,4
55.0,0,160.0,75.0,1900,85,220,65,tofu and vegetable breakfast burrito,Black bean burger with sweet potato fries,Lentil and vegetable curry,Trail mix with dried fruit and nuts,tofu-based,True,False,False,False,False,False,False,True,False,True,False,4
40.0,1,185.0,95.0,3000,200,350,100,scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries,Protein shake with almond butter,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
28.0,0,170.0,70.0,2400,140,280,80,greek yogurt with fruit and granola,Quinoa salad with chickpeas and vegetables,Tofu stir-fry with brown rice,Peanut butter and banana sandwich,yogurt-based,False,True,False,False,False,True,False,False,False,False,True,5
62.0,1,175.0,80.0,2100,110,240,70,oatmeal with fruit and nuts,Turkey sandwich on whole-wheat bread with vegetables,Chicken breast with roasted vegetables,Popcorn with a sprinkle of cinnamon,oatmeal-based,True,False,False,False,False,False,False,True,True,False,False,1
35.0,0,168.0,65.0,1900,90,220,65,tofu scramble with whole-wheat toast and vegetables,Black bean burger with a side salad,Chickpea and vegetable stew,Fruit and nut smoothie,tofu-based,False,True,False,False,False,False,True,False,False,True,False,4
22.0,1,190.0,90.0,3200,220,380,110,3 eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Salmon with roasted sweet potatoes,Protein shake with fruit and spinach,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
48.0,0,172.0,78.0,2000,95,230,70,yogurt with berries and granola,Lentil soup with whole-wheat bread,Vegetable frittata,Apple slices with peanut butter,yogurt-based,False,False,True,False,False,False,False,True,False,False,True,5
21.0,1,183.0,82.0,2800,170,320,90,tofu scramble with vegetables and whole-wheat toast,Lentil and vegetable curry,Vegan chili with brown rice,Protein smoothie with almond milk and banana,tofu-based,False,True,False,False,False,True,False,False,False,True,False,4
25.0,1,180.0,80.0,2200,120,250,60,oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Fruit and yogurt,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,0,165.0,65.0,1800,80,220,50,tofu scramble with whole-wheat toast,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix,tofu-based,True,False,False,False,True,False,False,False,False,False,True,4
58.0,1,175.0,95.0,1800,100,200,50,greek yogurt with fruit and granola,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Apple slices with peanut butter,yogurt-based,False,False,True,False,False,False,True,False,True,False,False,5
28.0,0,170.0,70.0,2500,150,300,70,tofu scramble with avocado and whole-wheat toast,Lentil and vegetable curry with brown rice,Chickpea pasta with tomato sauce and spinach,Nuts and seeds,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
62.0,0,160.0,75.0,1600,70,180,40,oatmeal with plant-based milk and fruit,Lentil soup with whole-wheat bread,Vegetable curry with brown rice,Fruit and nuts,oatmeal-based,False,False,True,False,False,False,True,False,False,True,False,1
45.0,1,185.0,105.0,2000,110,220,60,eggs with whole-wheat toast,Chicken breast with quinoa and roasted vegetables,Fish with steamed broccoli,Mixed nuts and dried fruit,egg-based,False,True,False,False,False,False,True,False,True,False,False,0
21.0,0,168.0,55.0,2000,100,250,60,tofu scramble with avocado and whole-wheat toast,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix,tofu-based,True,False,False,False,False,True,False,False,False,False,True,4
68.0,1,170.0,85.0,1800,80,200,50,greek yogurt with fruit and granola,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Apple slices with peanut butter,yogurt-based,False,False,True,False,True,False,False,False,True,False,False,5
35.0,0,172.0,68.0,2400,140,280,70,tofu scramble with avocado and whole-wheat toast,Lentil and vegetable curry with brown rice,Chickpea pasta with tomato sauce and spinach,Nuts and seeds,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
55.0,0,158.0,60.0,1500,60,160,40,oatmeal with plant-based milk and fruit,Lentil soup with whole-wheat bread,Vegetable curry with brown rice,Fruit and nuts,oatmeal-based,False,False,True,False,False,False,True,False,False,True,False,1
25.0,0,165.0,55.0,1800,70,180,50,greek yogurt with berries and granola,Quinoa salad with grilled chicken and vegetables,Salmon with roasted vegetables and brown rice,Apple slices with almond butter,yogurt-based,True,False,False,False,False,False,True,False,True,False,False,5
58.0,1,180.0,90.0,2500,90,250,70,oatmeal with fruit and nuts,Lentil soup with whole-grain bread,Vegetable stir-fry with brown rice,Trail mix with dried fruit and nuts,oatmeal-based,False,True,False,False,True,False,False,False,False,False,True,1
32.0,0,170.0,65.0,1500,60,150,40,tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil pasta with tomato sauce and vegetables,Fruit and vegetable smoothie,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
62.0,1,175.0,85.0,3000,120,300,80,scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries and a side salad,Protein bar,egg-based,False,False,False,True,True,False,False,False,True,False,False,0
28.0,0,160.0,50.0,2000,80,200,60,tofu and vegetable stir-fry with brown rice,Lentil stew with whole-grain bread,Chickpea pasta with marinara sauce and vegetables,Whole-grain crackers with hummus,tofu-based,True,False,False,False,False,True,False,False,False,True,False,4
45.0,1,185.0,100.0,2200,100,220,60,oatmeal with protein powder and fruit,Chicken breast with quinoa and steamed vegetables,Salmon with roasted vegetables and sweet potato,Greek yogurt with fruit and nuts,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
68.0,0,162.0,60.0,1800,70,180,50,tofu scramble with vegetables,Lentil soup with whole-grain bread,Vegetable curry with brown rice,Trail mix with dried fruit and nuts,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
35.0,1,190.0,80.0,3200,140,320,90,scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries and a side salad,Protein shake,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
21.0,0,172.0,58.0,1700,65,170,45,yogurt parfait with granola and fruit,Black bean burger on a whole-wheat bun,Lentil pasta with tomato sauce and vegetables,Apple slices with almond butter,yogurt-based,True,False,False,False,False,False,True,False,False,False,True,5
55.0,1,178.0,82.0,2400,90,240,70,tofu and vegetable stir-fry with brown rice,Lentil stew with whole-grain bread,Chickpea pasta with marinara sauce and vegetables,Whole-grain crackers with hummus,tofu-based,False,True,False,False,True,False,False,False,False,True,False,4
25.0,1,180.0,85.0,2000,120,250,60,oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,0,165.0,60.0,1800,80,220,50,tofu scramble with vegetables,Lentil soup with whole grain bread,Vegetable stir-fry with brown rice,Hummus with carrots and cucumber,tofu-based,True,False,False,False,True,False,False,False,False,False,True,4
55.0,1,175.0,90.0,1800,100,200,50,yogurt with granola and fruit,Tuna salad sandwich on whole wheat bread,Chicken breast with steamed vegetables,Trail mix,yogurt-based,False,False,True,False,False,False,True,False,True,False,False,5
68.0,0,160.0,70.0,1600,70,180,40,tofu and vegetable breakfast burrito,Black bean soup with whole grain bread,Lentil stew with brown rice,Fruit salad with nuts and seeds,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
28.0,1,190.0,100.0,3000,180,350,80,scrambled eggs with whole wheat toast,Chicken breast with brown rice and vegetables,Beef stir-fry with brown rice,Protein shake,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
42.0,0,170.0,75.0,1500,80,180,40,overnight oats with chia seeds and fruit,Black bean burger on a whole grain bun,Lentil pasta with tomato sauce,Trail mix,oatmeal-based,False,True,False,False,False,False,True,False,False,True,False,1
38.0,1,185.0,95.0,2800,160,300,70,protein pancakes with fruit,Chicken and vegetable fajitas,Steak with sweet potato and green beans,Protein bar,pancake-based,True,False,False,False,False,True,False,False,True,False,False,3
52.0,0,165.0,65.0,1400,70,150,30,yogurt with berries and granola,Lentil salad with mixed greens,Vegetarian chili with brown rice,Apple slices with peanut butter,yogurt-based,False,False,True,False,False,False,True,False,False,False,True,5
22.0,0,170.0,55.0,2500,120,280,60,tofu scramble with vegetables,Black bean burger on a whole grain bun,Lentil pasta with vegetables,Trail mix,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
48.0,1,175.0,80.0,2200,100,250,60,oatmeal with fruit and nuts,Tuna salad sandwich on whole wheat bread,Chicken breast with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,True,False,False,True,False,False,False,True,False,False,1
25.0,1,180.0,85.0,2200,120,250,60,oatmeal with berries and nuts,Chicken breast salad with mixed greens and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with almond butter,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
38.0,0,165.0,68.0,1800,80,200,50,tofu scramble with whole-wheat toast and avocado,Lentil soup with whole-wheat bread,Lentil and vegetable curry with brown rice,Fruit salad with yogurt,tofu-based,False,False,True,False,True,False,False,False,False,False,True,4
55.0,1,175.0,90.0,2000,100,220,55,greek yogurt with fruit and granola,Chicken stir-fry with brown rice,Turkey meatballs with whole-wheat pasta,Trail mix with nuts and seeds,yogurt-based,True,False,False,False,False,False,True,False,True,False,False,5
62.0,0,160.0,75.0,1600,70,180,45,tofu and vegetable breakfast burrito,Black bean salad with mixed greens,Lentil and vegetable stew with whole-wheat bread,Fruit smoothie with plant-based milk,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
28.0,1,190.0,100.0,3000,180,350,80,scrambled eggs with whole-wheat toast and avocado,Chicken breast with sweet potato and broccoli,Steak with roasted vegetables and brown rice,Protein bar,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
32.0,0,170.0,65.0,2000,100,220,55,quinoa porridge with berries and nuts,Chickpea salad with whole-wheat bread,Lentil and vegetable curry with brown rice,Trail mix with nuts and seeds,other,False,True,False,False,False,True,False,False,False,False,True,2
68.0,1,170.0,80.0,1800,80,200,50,oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread,Chicken breast with steamed vegetables and brown rice,Trail mix with nuts and seeds,oatmeal-based,True,False,False,False,True,False,False,False,True,False,False,1
21.0,0,165.0,55.0,2200,100,250,60,tofu scramble with whole-wheat toast and avocado,Chickpea salad with mixed greens,Lentil and vegetable curry with brown rice,Fruit smoothie with plant-based milk,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
45.0,1,185.0,95.0,2000,100,220,55,greek yogurt with fruit and granola,Chicken stir-fry with brown rice,Salmon with roasted vegetables and quinoa,Trail mix with nuts and seeds,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
70.0,0,155.0,60.0,1400,60,160,40,tofu and vegetable breakfast burrito,Black bean salad with mixed greens,Lentil and vegetable stew with whole-wheat bread,Fruit smoothie with plant-based milk,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
25.0,0,165.0,58.0,1800,80,200,60,overnight oats with berries and nuts,Lentil soup with whole wheat bread,Grilled salmon with quinoa and roasted vegetables,Fruit with yogurt,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,1,180.0,90.0,2500,120,300,80,tofu scramble with whole wheat toast,Vegetarian chili with brown rice,Chickpea and vegetable curry with brown rice,Trail mix with nuts and seeds,tofu-based,True,False,False,False,False,True,False,False,False,False,True,4
55.0,0,160.0,65.0,1500,60,150,40,tofu and vegetable stir-fry with brown rice,Vegan lentil soup with whole wheat bread,Vegan black bean burgers on whole wheat buns,Fruit and nut mix,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
48.0,1,185.0,105.0,3200,160,400,100,greek yogurt with fruit and granola,Chicken breast salad with mixed greens,Grilled chicken with sweet potato and broccoli,Protein shake with fruit,yogurt-based,False,False,False,True,False,True,False,False,True,False,False,5
38.0,1,175.0,75.0,2000,90,220,70,scrambled eggs with whole wheat toast,Vegetarian burrito bowl with brown rice,Lentil stew with whole wheat bread,Apple slices with peanut butter,egg-based,False,True,False,False,False,False,True,False,False,False,True,0
21.0,0,170.0,60.0,2200,100,250,80,oatmeal with protein powder and fruit,Chicken breast salad with mixed greens,Chicken stir-fry with brown rice,Protein bar,oatmeal-based,True,False,False,False,False,True,False,False,True,False,False,1
58.0,1,178.0,80.0,2000,80,200,60,yogurt with granola and fruit,Tuna salad sandwich on whole wheat bread,Baked chicken with roasted vegetables,Fruit and cheese,yogurt-based,False,False,True,False,True,False,False,False,True,False,False,5
70.0,0,162.0,68.0,1400,50,140,40,vegan breakfast burrito with tofu and vegetables,Vegan chili with brown rice,Lentil stew with whole wheat bread,Fruit and nut mix,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
42.0,1,190.0,100.0,3000,150,350,90,tofu scramble with avocado and whole wheat toast,Vegetarian pasta with marinara sauce,Chickpea and vegetable curry with brown rice,Protein shake with fruit,tofu-based,False,False,False,True,False,True,False,False,False,False,True,4
25.0,1,180.0,85.0,2200,120,250,60,greek yogurt with berries and granola,Grilled chicken salad with mixed greens,Lentil soup with whole-wheat bread,Apple with peanut butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
62.0,0,165.0,70.0,1800,70,200,50,tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Almonds,tofu-based,True,False,False,False,True,False,False,False,False,True,False,4
38.0,1,190.0,95.0,3000,180,350,80,oatmeal with protein powder and fruit,Chicken breast with quinoa and vegetables,Salmon with roasted vegetables,Protein shake,oatmeal-based,False,False,False,True,False,True,False,False,True,False,False,1
45.0,0,170.0,65.0,1600,80,180,40,scrambled eggs with whole-wheat toast,Lentil soup with whole-wheat bread,Vegetarian chili with brown rice,Yogurt with fruit and granola,egg-based,False,False,True,False,False,False,True,False,False,False,True,0
22.0,0,160.0,55.0,1800,70,200,50,tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Almonds,tofu-based,False,True,False,False,False,False,True,False,False,True,False,4
58.0,1,175.0,80.0,2000,100,220,60,greek yogurt with fruit and granola,Turkey sandwich on whole-wheat bread,Salmon with roasted vegetables,Trail mix,yogurt-based,False,True,False,False,True,False,False,False,True,False,False,5
30.0,1,185.0,90.0,2800,160,300,70,oatmeal with protein powder and fruit,Chicken stir-fry with brown rice,Steak with sweet potatoes and broccoli,Protein shake,oatmeal-based,False,False,False,True,False,True,False,False,True,False,False,1
28.0,0,170.0,60.0,1500,70,160,40,scrambled eggs with whole-wheat toast,Vegetarian chili with brown rice,Chickpea and vegetable curry with brown rice,Yogurt with fruit and granola,egg-based,False,False,True,False,False,False,True,False,False,False,True,0
68.0,0,155.0,60.0,1700,60,180,40,tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Almonds,tofu-based,True,False,False,False,True,False,False,False,False,True,False,4
42.0,1,180.0,80.0,2600,150,280,70,greek yogurt with fruit and granola,Chicken and vegetable stir-fry with brown rice,Tuna salad with whole-wheat bread,Protein shake,yogurt-based,False,False,False,True,False,True,False,False,True,False,False,5
25.0,1,180.0,85.0,2000,125,250,60,greek yogurt with berries and granola,Chicken stir fry with brown rice and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with almond butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
32.0,0,165.0,60.0,1800,90,225,50,tofu scramble with whole-wheat toast and avocado,Lentil soup with whole-wheat bread and salad,Vegetable curry with brown rice,Trail mix with nuts and dried fruit,tofu-based,True,False,False,False,True,False,False,False,False,False,True,4
58.0,1,175.0,95.0,1800,115,225,55,oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread with salad,Chicken breast with steamed vegetables and brown rice,Greek yogurt with fruit,oatmeal-based,False,False,True,False,False,False,True,False,True,False,False,1
28.0,0,170.0,70.0,2500,150,300,80,tofu scramble with whole-wheat toast and avocado,Lentil soup with whole-wheat bread and salad,Chickpea and vegetable curry with brown rice,Trail mix with nuts and seeds,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
62.0,0,160.0,75.0,1600,80,200,40,overnight oats with fruit and chia seeds,Black bean burger on whole-wheat bun with salad,Lentil stew with whole-grain bread,Apple slices with almond butter,oatmeal-based,False,False,True,False,False,False,True,False,False,True,False,1
40.0,1,185.0,90.0,2800,175,350,90,scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Steak with roasted vegetables and sweet potato,Protein shake with fruit,egg-based,False,True,False,False,False,True,False,False,True,False,False,0
